marca,nombre_vehiculo,bateria,caballo_fuerza,velocidad_max,performance,precio,combustible,asientos,torque,bateria_unidad,bateria_valor,caballo_fuerza_unidad
hyundai,Venue,"1,600 cc",121,180,9.5,18000.0,gasolina,5,240,cc,1600.0,
hyundai,KONA Electric,39.2 kwh,200,200,6.1,40000.0,electrico,5,395,kwh,39.2,
hyundai,Veloster,"2,000 cc",275,220,6.0,25000.0,gasolina,4,264,cc,2000.0,
hyundai,NEXO,1.56 kwh,161,180,7.8,38000.0,hidrogeno,5,400,kwh,1.56,
hyundai,Ioniq,"1,600 cc",139,160,8.5,18000.0,hibrido/electrico,5,295,cc,1600.0,
hyundai,Genesis,"3,800 cc",291,240,6.3,52000.0,gasolina,5,400,cc,3800.0,
hyundai,Azera,"3,300 cc",278,240,6.5,55000.0,gasolina,5,250,cc,3300.0,
hyundai,Equus,"3,300 cc",278,240,6.5,55000.0,gasolina,5,400,cc,3300.0,
hyundai,Tiburon,"2,000 cc",160,200,8.2,19000.0,gasolina,4,320,cc,2000.0,
hyundai,Elantra GT,"2,000 cc",160,200,8.3,22000.0,gasolina,5,320,cc,2000.0,
volkswagen,Golf,1498 cc / 40 - 58 kWh,110,210,8.5,23000.0,gasolina,5,250,cc,149840.0,
volkswagen,Passat,1984 cc,150,210,7.8,25000.0,gasolina,5,250,cc,1984.0,
volkswagen,Tiguan,1984 cc,150,209,8.5,28505.0,gasolina/hibrido,7,300,cc,1984.0,
volkswagen,Jetta,1498 cc,150,210,7.7,21995.0,gasolina,5,250,cc,1498.0,
volkswagen,Polo,999 cc / 1598 cc,80,190,9.5,18000.0,gasolina,5,175,cc,9991598.0,
volkswagen,Arteon,1984 cc,150,250,5.6,46000.0,gasolina,5,350,cc,1984.0,
volkswagen,ID.4,77 kWh,201,160,7.8,39735.0,electrico,5,310,kWh,77.0,
volkswagen,Up!,32.3 kWh,82,160,13.0,15000.0,gasolina,4,95,kWh,32.3,
volkswagen,Touareg,2967 cc / 3956 cc,231,235,5.9,55000.0,gasolina/diesel,5,600,cc,29673956.0,
volkswagen,Scirocco,1984 cc,125,233,6.0,35000.0,gasolina,4,350,cc,1984.0,
volkswagen,Beetle,1984 cc,105,205,7.0,20000.0,gasolina,4,240,cc,1984.0,
volkswagen,Amarok,2967 cc,163,180,7.9,40000.0,diesel,5,550,cc,2967.0,
volkswagen,T-Roc,1984 cc,115,205,7.2,30000.0,gasolina,5,320,cc,1984.0,
volkswagen,Sharan,1984 cc,150,200,9.3,33000.0,gasolina/diesel,7,280,cc,1984.0,
volkswagen,Caddy,1498 cc,102,185,10.5,28000.0,gasolina/diesel,7,250,cc,1498.0,
nissan,NV1500,3954 cc,261,160,9.5,33000.0,gasolina,12,385,cc,3954.0,
volkswagen,Taigo,1498 cc,95,183,10.0,24000.0,gasolina,5,200,cc,1498.0,
volkswagen,California,1984 cc,150,180,13.0,70000.0,diesel,7,340,cc,1984.0,
volkswagen,ID.3,58 - 77 kWh,204,160,7.3,35000.0,electrico,5,310,kWh,58.0,
volkswagen,ID. Buzz,77 kWh,204,145,10.2,59995.0,electrico,7,310,kWh,77.0,
volkswagen,Golf GTI,1984 cc,245,250,5.9,31965.0,gasolina,5,350,cc,1984.0,
volkswagen,Golf R,1984 cc,315,250,4.6,44640.0,gasolina,5,420,cc,1984.0,
volkswagen,Passat Alltrack,1968 cc,190,220,7.8,36000.0,diesel,5,400,cc,1968.0,
volkswagen,Polo GTI,1984 cc,204,238,6.7,28000.0,gasolina,5,320,cc,1984.0,
volkswagen,Up! GTI,999 cc,115,196,8.8,20000.0,gasolina,4,200,cc,999.0,
volkswagen,T-Cross,999 cc / 1498 cc,95,200,10.2,25000.0,gasolina,5,250,cc,9991498.0,
volkswagen,ID.5,77 kWh,174,180,8.4,45000.0,electrico,5,310,kWh,77.0,
volkswagen,ID. Buzz Cargo,77 kWh,204,145,10.2,55000.0,electrico,3,310,kWh,77.0,
volkswagen,Touareg R,2995 cc,462,250,5.1,70000.0,hibrido,5,700,cc,2995.0,
volkswagen,Multivan,1395 cc / 1968 cc,150,190,9.4,50000.0,gasolina/hibrido,7,350,cc,13951968.0,
volkswagen,Polo BlueMotion,1199 cc,75,190,10.5,22000.0,diesel,5,250,cc,1199.0,
volkswagen,Golf Sportsvan,1498 cc,130,210,8.9,30000.0,gasolina,5,250,cc,1498.0,
volkswagen,Golf Alltrack,1968 cc,147,210,7.1,35000.0,gasolina,5,350,cc,1968.0,
volkswagen,Scirocco R,1984 cc,280,250,5.5,40000.0,gasolina,4,350,cc,1984.0,
volkswagen,Tiguan Allspace,1984 cc,184,215,7.6,35000.0,gasolina,7,320,cc,1984.0,
volkswagen,Arteon 4MOTION,1984 cc,190,250,5.6,48000.0,gasolina,5,350,cc,1984.0,
volkswagen,ID.4 GTX,77 kWh,299,180,6.2,50000.0,electrico,5,460,kWh,77.0,
volkswagen,ID.3 Pro,58 kWh,204,160,7.3,35000.0,electrico,5,310,kWh,58.0,
volkswagen,Golf Variant,1498 cc / 1968 cc,130,220,7.5,32000.0,gasolina,5,320,cc,14981968.0,
volkswagen,Crafter,1968 cc,102,160,13.0,40000.0,diesel,3,410,cc,1968.0,
volkswagen,Lupo,1390 cc / 1199 cc,60,170,14.3,15000.0,gasolina,4,120,cc,13901199.0,
volkswagen,Corrado,2861 cc,190,235,6.4,25000.0,gasolina,4,245,cc,2861.0,
volkswagen,Phaeton,2967 cc / 5998 cc,240,250,6.1,85000.0,gasolina,5,560,cc,29675998.0,
volkswagen,Golf Cabriolet,1197 cc / 1984 cc,105,217,8.4,30000.0,gasolina,4,200,cc,11971984.0,
volkswagen,Santana,1498 cc,110,190,12.9,15000.0,gasolina,5,145,cc,1498.0,
volkswagen,Polo Vivo,1390 cc / 1598 cc,85,170,10.8,14000.0,gasolina,5,132,cc,13901598.0,
volkswagen,Karmann Ghia,1192 cc,34,138,23.0,25000.0,gasolina,2,106,cc,1192.0,
volkswagen,Fox,1198 cc / 1390 cc,55,148,17.5,12000.0,gasolina,5,93,cc,11981390.0,
volkswagen,Vento,1598 cc,105,186,11.7,18000.0,gasolina,5,153,cc,1598.0,
volkswagen,Golf Electric,35.8 kWh,136,140,10.4,33000.0,electrico,5,290,kWh,35.8,
volkswagen,Bora,1598 cc / 1896 cc,100,200,9.4,20000.0,gasolina,5,220,cc,15981896.0,
volkswagen,Teramont,1984 cc / 3597 cc,235,190,8.6,32000.0,gasolina,7,350,cc,19843597.0,
volkswagen,Taos,1498 cc,158,193,8.4,24000.0,gasolina,5,250,cc,1498.0,
volkswagen,Up! Cabriolet,999 cc,82,160,12.4,18000.0,gasolina,4,95,cc,999.0,
volkswagen,T-Roc Cabriolet,999 cc / 1498 cc,115,205,9.6,35000.0,gasolina,4,250,cc,9991498.0,
volkswagen,Passat CC,1984 cc,200,240,7.3,40000.0,gasolina,5,280,cc,1984.0,
volkswagen,Transporter,1968 cc,102,180,12.2,35000.0,diesel,9,340,cc,1968.0,
volkswagen,Amarok V6,2967 cc,204,191,7.9,45000.0,diesel,5,580,cc,2967.0,
volkswagen,ID.2,~50 kWh (Estimate),170,160,8.0,25000.0,electrico,5,220,kWh,50.0,
volkswagen,Polo TDI,1390 cc / 1598 cc,75,190,9.9,20000.0,diesel,5,250,cc,13901598.0,
volkswagen,Golf GTE,1395 cc + Electric Motor,204,222,7.6,40000.0,hibrido,5,350,cc,1395.0,
volkswagen,Touareg V8,3956 cc,421,250,4.9,70000.0,gasolina,5,770,cc,3956.0,
volkswagen,Beetle Dune,1395 cc,150,200,7.5,30000.0,gasolina,4,250,cc,1395.0,
volkswagen,Passat B8,1498 cc / 1968 cc,150,210,8.7,28000.0,gasolina,5,250,cc,14981968.0,
volkswagen,ID.4 Pro S,77 kWh,201,180,7.8,45000.0,electrico,5,310,kWh,77.0,
volkswagen,Golf Country,1781 cc,98,165,12.0,25000.0,gasolina,5,170,cc,1781.0,
volkswagen,Jetta GLI,1984 cc,228,250,6.5,31000.0,gasolina,5,350,cc,1984.0,
volkswagen,Arteon Shooting Brake,1984 cc,150,250,5.6,50000.0,gasolina,5,420,cc,1984.0,
volkswagen,T-Cross R-Line,999 cc / 1498 cc,115,200,8.5,27000.0,gasolina,5,250,cc,9991498.0,
volkswagen,Golf R32,3189 cc,240,250,6.2,40000.0,gasolina,5,320,cc,3189.0,
volkswagen,Passat B7,1598 cc / 1984 cc,120,220,8.5,26000.0,gasolina,5,280,cc,15981984.0,
volkswagen,Scirocco 16V,1781 cc,137,220,7.1,35000.0,gasolina,4,230,cc,1781.0,
volkswagen,Polo BlueMotion,1199 cc,75,190,10.5,20000.0,diesel,5,210,cc,1199.0,
volkswagen,Golf Variant GTD,1968 cc,184,230,7.5,38000.0,diesel,5,380,cc,1968.0,
volkswagen,Polo GTI R5,1598 cc,272,200,4.1,45000.0,gasolina,5,400,cc,1598.0,
volkswagen,ID. Buzz Pro,77 kWh,204,145,10.2,60000.0,electrico,7,310,kWh,77.0,
volkswagen,Jetta Hybrid,1395 cc,170,210,8.6,28000.0,hibrido,5,250,cc,1395.0,
volkswagen,Golf Variant Alltrack,1968 cc,150,220,7.8,35000.0,gasolina,5,320,cc,1968.0,
volkswagen,Volkswagen XL1,800 cc + Electric Motor,68,160,11.9,150000.0,hibrido,2,140,cc,800.0,
volkswagen,Golf TDI,1968 cc,150,220,8.0,28000.0,diesel,5,350,cc,1968.0,
volkswagen,Passat Variant,1498 cc / 1968 cc,150,220,8.5,30000.0,gasolina,5,280,cc,14981968.0,
volkswagen,Polo GTI Clubsport,1984 cc,300,240,6.7,30000.0,gasolina,5,320,cc,1984.0,
volkswagen,ID.3 GTX,77 kWh,299,180,6.2,45000.0,electrico,5,310,kWh,77.0,
volkswagen,Arteon R-Line,1984 cc,190,250,5.6,50000.0,gasolina,5,420,cc,1984.0,
volkswagen,Golf TGI,1498 cc,130,220,8.8,30000.0,gasolina,5,200,cc,1498.0,
volkswagen,Scirocco GTS,1984 cc,220,246,6.5,35000.0,gasolina,4,350,cc,1984.0,
volkswagen,Caddy Maxi,1968 cc,122,180,12.0,25000.0,diesel,7,250,cc,1968.0,
volkswagen,Volkswagen Lupo 3L,1199 cc,61,165,14.5,20000.0,diesel,4,140,cc,1199.0,
volkswagen,Polo Beats,999 cc,95,187,9.5,22000.0,gasolina,5,175,cc,999.0,
volkswagen,Passat Hybrid,1395 cc,215,210,7.4,32000.0,hibrido,5,330,cc,1395.0,
volkswagen,Golf TCR,1984 cc,290,250,5.6,40000.0,gasolina,5,370,cc,1984.0,
volkswagen,Tiguan R-Line,1984 cc,190,250,4.9,45000.0,gasolina,5,420,cc,1984.0,
volkswagen,Sharan Business,1968 cc,150,200,8.3,35000.0,diesel,7,350,cc,1968.0,
volkswagen,ID. Buzz Cargo Pro,77 kWh,204,145,10.2,55000.0,electrico,2,310,kWh,77.0,
volkswagen,Arteon 280 TSI,1984 cc,280,250,5.6,50000.0,gasolina,5,350,cc,1984.0,
volkswagen,Jetta GLI 35th,1984 cc,228,250,6.5,31000.0,gasolina,5,350,cc,1984.0,
volkswagen,Beetle Final Edition,1984 cc,174,205,7.0,25000.0,gasolina,4,250,cc,1984.0,
volkswagen,Golf Variant TDI,1968 cc,150,220,7.8,30000.0,diesel,5,350,cc,1968.0,
volkswagen,Golf 4MOTION,1968 cc,150,250,4.9,40000.0,gasolina,5,400,cc,1968.0,
volkswagen,Jetta SportWagen,1395 cc / 1968 cc,147,200,8.5,27000.0,gasolina,5,250,cc,13951968.0,
volkswagen,Polo GTI Plus,1984 cc,207,237,6.7,30000.0,gasolina,5,320,cc,1984.0,
volkswagen,Touareg V6,2967 cc,231,235,7.5,60000.0,gasolina,5,450,cc,2967.0,
volkswagen,Tiguan eHybrid,1395 cc + Battery,245,200,7.5,42000.0,hibrido,5,400,cc,1395.0,
volkswagen,Up! e-up!,32.3 kWh,83,130,11.9,23000.0,electrico,4,210,kWh,32.3,
volkswagen,Amarok V8,3996 cc,310,210,7.4,70000.0,diesel,5,580,cc,3996.0,
volkswagen,Golf R Cabriolet,1984 cc,265,250,5.9,45000.0,gasolina,4,380,cc,1984.0,
volkswagen,Passat Alltrack TDI,1968 cc,190,220,8.0,40000.0,diesel,5,400,cc,1968.0,
volkswagen,ID. Buzz Cargo EV,77 kWh,204,145,10.2,55000.0,electrico,2,310,kWh,77.0,
nissan,Versa,1598 cc,122,180,10.4,16700.0,gasolina,5,154,cc,1598.0,
nissan,Micra,999 cc,100,175,10.8,15500.0,gasolina,5,160,cc,999.0,
nissan,Patrol Platinum,5552 cc,400,210,7.3,77000.0,gasolina,7,560,cc,5552.0,
nissan,Qashqai,1332 cc,156,195,8.9,26000.0,gasolina,5,260,cc,1332.0,
nissan,Murano,3498 cc,260,210,7.5,39000.0,gasolina,5,325,cc,3498.0,
nissan,Maxima Platinum,3498 cc,300,220,6.2,45000.0,gasolina,5,353,cc,3498.0,
nissan,Armada,5552 cc,400,210,6.5,51000.0,gasolina,8,560,cc,5552.0,
nissan,Kicks,1598 cc,122,180,10.7,20000.0,gasolina,5,154,cc,1598.0,
nissan,X-Trail,1498 cc,201,200,8.0,29000.0,hibrido,5,305,cc,1498.0,
nissan,Z (Fairlady Z),2997 cc,400,250,4.5,40000.0,gasolina,2,475,cc,2997.0,
nissan,Almera,999 cc,100,185,10.7,14500.0,gasolina,5,160,cc,999.0,
nissan,Sylphy,1798 cc,137,190,9.6,18000.0,gasolina,5,174,cc,1798.0,
nissan,Note,1198 cc,109,170,11.5,16000.0,hibrido,5,150,cc,1198.0,
nissan,Sunny,1598 cc,118,180,11.0,15000.0,gasolina,5,156,cc,1598.0,
nissan,Cube,1798 cc,122,175,10.6,14500.0,gasolina,5,171,cc,1798.0,
nissan,Juke,999 cc,117,180,10.4,25000.0,gasolina,5,180,cc,999.0,
nissan,Terrano,1461 cc,110,168,13.5,15500.0,diesel,5,248,cc,1461.0,
nissan,Magnite,999 cc,100,160,13.0,12000.0,gasolina,5,160,cc,999.0,
nissan,Xterra,3954 cc,261,200,7.8,35000.0,gasolina,7,381,cc,3954.0,
nissan,Patrol,5552 cc,400,210,7.3,77000.0,gasolina,7,560,cc,5552.0,
nissan,GT-R NISMO,3799 cc,600,330,2.9,220000.0,gasolina,2,652,cc,3799.0,
nissan,370Z Roadster,3696 cc,332,250,5.5,41820.0,gasolina,2,366,cc,3696.0,
nissan,Ariya,87 kWh,389,200,5.1,58950.0,electrico,5,600,kWh,87.0,
nissan,Patrol Royale,5552 cc,400,210,6.6,85000.0,gasolina,7,560,cc,5552.0,
nissan,Infiniti QX80*,5552 cc,400,210,6.5,70600.0,gasolina,7,560,cc,5552.0,
nissan,Tiida,1598 cc,126,190,10.1,14500.0,gasolina,5,154,cc,1598.0,
nissan,Pulsar,1197 cc,115,190,10.7,19000.0,gasolina,5,190,cc,1197.0,
nissan,Latio,1498 cc,102,175,11.5,13000.0,gasolina,5,139,cc,1498.0,
nissan,Bluebird Sylphy,1997 cc,133,185,10.5,18500.0,gasolina,5,191,cc,1997.0,
nissan,March,1198 cc,79,170,13.7,12000.0,gasolina,5,106,cc,1198.0,
nissan,Rogue Sport,1997 cc,141,190,9.8,24960.0,gasolina,5,199,cc,1997.0,
nissan,X-Trail Hybrid,1997 cc,179,180,9.4,28500.0,hibrido,5,207,cc,1997.0,
nissan,Pathfinder Rock Creek,3498 cc,284,190,7.4,42820.0,gasolina,7,351,cc,3498.0,
nissan,Armada Platinum,5552 cc,400,210,6.5,65300.0,gasolina,8,560,cc,5552.0,
nissan,Terrano XL,1598 cc,104,165,12.5,14000.0,gasolina,5,145,cc,1598.0,
nissan,GT-R50 by Italdesign,3799 cc,720,315,2.5,1100000.0,gasolina,2,780,cc,3799.0,
nissan,370Z NISMO,3696 cc,350,250,5.2,45790.0,gasolina,2,374,cc,3696.0,
nissan,Ariya E-4ORCE,87 kWh,389,200,5.1,60000.0,electrico,5,600,kWh,87.0,
nissan,Patrol NISMO,5552 cc,428,210,6.5,105000.0,gasolina,7,560,cc,5552.0,
nissan,Infiniti Q60*,2997 cc,300,250,5.0,41750.0,gasolina,4,400,cc,2997.0,
nissan,Primera,1998 cc,140,200,9.6,20000.0,gasolina,5,190,cc,1998.0,
nissan,Skyline,2997 cc,400,250,5.0,50000.0,gasolina,5,475,cc,2997.0,
nissan,Cedric,1998 cc,150,190,10.5,22000.0,gasolina,5,190,cc,1998.0,
nissan,Gloria,2498 cc,210,210,8.6,30000.0,gasolina,5,250,cc,2498.0,
nissan,Stanza,1796 cc,120,175,11.0,18500.0,gasolina,5,170,cc,1796.0,
nissan,Patrol Super Safari,4750 cc,280,190,8.2,55000.0,gasolina,7,451,cc,4750.0,
nissan,Pathfinder Hybrid,2488 cc,250,190,7.7,42500.0,hibrido,7,329,cc,2488.0,
nissan,X-Terra Pro-4X,2498 cc,190,175,10.8,40000.0,gasolina,7,240,cc,2498.0,
nissan,Rogue Platinum,1497 cc,201,180,8.2,38000.0,gasolina,5,300,cc,1497.0,
nissan,Qashqai Tekna,1332 cc,158,190,9.2,36000.0,hibrido,5,270,cc,1332.0,
nissan,GT-R V-Spec,3799 cc,600,330,2.8,175000.0,gasolina,2,652,cc,3799.0,
nissan,Skyline NISMO,2997 cc,420,270,4.7,55000.0,gasolina,5,475,cc,2997.0,
nissan,Ariya Lounge Edition,87 kWh,389,200,5.1,63000.0,electrico,5,600,kWh,87.0,
nissan,Patrol Titanium,5552 cc,428,210,6.5,98000.0,gasolina,7,560,cc,5552.0,
nissan,Infiniti FX50*,5026 cc,390,250,5.6,61750.0,gasolina,5,500,cc,5026.0,
nissan,Avenir,1998 cc,140,180,9.8,20000.0,gasolina,5,186,cc,1998.0,
nissan,Wingroad,1798 cc,125,175,10.8,18000.0,gasolina,5,168,cc,1798.0,
nissan,Presea,1838 cc,115,170,11.5,17500.0,gasolina,5,161,cc,1838.0,
nissan,Leopard,2960 cc,210,200,8.4,32000.0,gasolina,5,265,cc,2960.0,
nissan,Sunny NISMO Edition,1598 cc,190,200,7.5,24000.0,gasolina,5,240,cc,1598.0,
nissan,Paladin,2438 cc,150,180,10.6,20000.0,gasolina,5,217,cc,2438.0,
nissan,Hardbody SUV,2498 cc,158,175,11.0,18500.0,gasolina,5,225,cc,2498.0,
nissan,Patrol Desert Edition,5552 cc,428,210,6.5,95000.0,gasolina,7,560,cc,5552.0,
nissan,Pathfinder Armada,5552 cc,400,200,6.5,60000.0,gasolina,7,560,cc,5552.0,
nissan,Rogue Midnight Edition,1497 cc,201,180,8.2,39000.0,gasolina,5,300,cc,1497.0,
nissan,GT-R Black Edition,3799 cc,600,330,2.8,185000.0,gasolina,2,652,cc,3799.0,
nissan,Fairlady Z Heritage,2997 cc,400,250,4.2,48000.0,gasolina,2,475,cc,2997.0,
nissan,Skyline GT-R R34,2568 cc,276,250,5.6,70000.0,gasolina,4,392,cc,2568.0,
nissan,Ariya Premiere,87 kWh,389,200,5.1,67000.0,electrico,5,600,kWh,87.0,
nissan,Infiniti QX55*,1997 cc,268,230,6.5,50000.0,gasolina,5,380,cc,1997.0,
nissan,NV350 Caravan,2488 cc,129,155,12.5,28000.0,diesel,8,356,cc,2488.0,
nissan,Navara,2298 cc,190,180,10.2,32000.0,diesel,5,450,cc,2298.0,
nissan,Titan XD,5552 cc,400,195,6.9,55000.0,gasolina,6,560,cc,5552.0,
nissan,Evalia,1461 cc,85,140,15.0,25000.0,diesel,7,200,cc,1461.0,
nissan,Cabstar,2488 cc,130,145,14.8,27000.0,diesel,3,350,cc,2488.0,
nissan,Cherry,1397 cc,67,145,14.0,14000.0,gasolina,5,110,cc,1397.0,
nissan,Laurel,2825 cc,94,160,12.5,22000.0,diesel,5,184,cc,2825.0,
nissan,Silvia,1998 cc,247,235,5.9,45000.0,gasolina,4,275,cc,1998.0,
nissan,NX Coupe,1998 cc,140,200,9.0,22000.0,gasolina,4,180,cc,1998.0,
nissan,AD Wagon,1498 cc,105,165,12.3,16000.0,gasolina,5,150,cc,1498.0,
nissan,Patrol Super Safari Y61,4750 cc,280,190,8.2,58000.0,gasolina,7,451,cc,4750.0,
nissan,Pathfinder Rock Creek Edition,3498 cc,284,195,7.2,44000.0,gasolina,7,351,cc,3498.0,
nissan,Terrano II,2664 cc,125,160,12.9,28000.0,diesel,5,278,cc,2664.0,
nissan,Murano CrossCabriolet,3498 cc,260,195,7.6,47000.0,gasolina,4,325,cc,3498.0,
nissan,X-Trail Tekna,1497 cc,204,190,8.0,43000.0,hibrido,5,305,cc,1497.0,
nissan,GT-R LM NISMO,3000 cc,500,320,3.0,600000.0,hibrido,2,650,cc,3000.0,
nissan,Skyline 400R,2997 cc,400,250,4.5,70000.0,gasolina,5,475,cc,2997.0,
nissan,Infiniti G37*,3696 cc,328,250,5.5,42000.0,gasolina,5,365,cc,3696.0,
nissan,Patrol Black Edition,5552 cc,400,200,6.5,85000.0,gasolina,7,560,cc,5552.0,
nissan,Ariya Empower+,87 kWh,389,200,5.1,68000.0,electrico,5,600,kWh,87.0,
nissan,Datsun 510 (Classic),1595 cc,96,175,10.2,25000.0,gasolina,4,135,cc,1595.0,
nissan,200SX,1998 cc,200,240,7.2,30000.0,gasolina,4,265,cc,1998.0,
nissan,300ZX,2960 cc,300,250,5.9,50000.0,gasolina,4,384,cc,2960.0,
nissan,R390 GT1 Road Car,3495 cc,550,354,3.3,1000000.0,gasolina,2,637,cc,3495.0,
nissan,Figaro,987 cc,76,170,12.8,20000.0,gasolina,4,103,cc,987.0,
nissan,Hardbody Truck,2389 cc,134,160,10.6,25000.0,gasolina,5,206,cc,2389.0,
nissan,Atlas,2999 cc,130,130,18.0,35000.0,diesel,3,300,cc,2999.0,
nissan,Clipper,659 cc,48,110,18.5,10000.0,gasolina,4,62,cc,659.0,
nissan,NV200,1998 cc,131,140,14.0,28000.0,gasolina,7,188,cc,1998.0,
nissan,Violet,1770 cc,85,155,13.8,18000.0,gasolina,5,130,cc,1770.0,
nissan,Bluebird Z,1998 cc,140,190,11.0,23000.0,gasolina,5,180,cc,1998.0,
nissan,Stanza Wagon,2389 cc,138,160,12.0,22000.0,gasolina,7,205,cc,2389.0,
nissan,180SX,1998 cc,205,240,6.8,35000.0,gasolina,4,275,cc,1998.0,
nissan,Sunny California,1597 cc,110,170,11.0,18000.0,gasolina,5,140,cc,1597.0,
nissan,Patrol Warrior,5552 cc,428,205,6.3,95000.0,gasolina,7,580,cc,5552.0,
nissan,Pathfinder Armada Platinum,5552 cc,400,190,6.8,70000.0,gasolina,7,560,cc,5552.0,
nissan,Rogue Sport SL,1998 cc,141,190,9.0,32000.0,gasolina,5,195,cc,1998.0,
nissan,X-Trail Platinum Edition,1497 cc,204,190,8.0,46000.0,hibrido,5,305,cc,1497.0,
nissan,Qashqai e-Power,1497 cc,187,200,7.5,40000.0,hibrido,5,330,cc,1497.0,
nissan,GT-R Egoist,3799 cc,565,315,2.8,220000.0,gasolina,2,637,cc,3799.0,
nissan,Infiniti M45*,4494 cc,325,250,5.8,50000.0,gasolina,5,451,cc,4494.0,
nissan,Skyline 50th Anniversary,2997 cc,400,250,4.5,75000.0,gasolina,5,475,cc,2997.0,
nissan,Ariya Dual Motor AWD,87 kWh,389,200,5.1,70000.0,electrico,5,600,kWh,87.0,
nissan,Patrol Legend Edition,5552 cc,428,205,6.3,95000.0,gasolina,7,580,cc,5552.0,
nissan,Datsun 240Z (Classic),2393 cc,151,210,8.0,45000.0,gasolina,2,198,cc,2393.0,
nissan,100NX,1597 cc,110,185,9.6,18000.0,gasolina,4,135,cc,1597.0,
nissan,Cedric Special Edition,2960 cc,250,225,8.5,60000.0,gasolina,5,330,cc,2960.0,
nissan,300ZX Turbo,2960 cc,300,250,5.9,55000.0,gasolina,4,384,cc,2960.0,
nissan,Silvia S15 Spec-R,1998 cc,250,240,5.6,35000.0,gasolina,4,300,cc,1998.0,
nissan,NV400,2298 cc,135,150,15.0,40000.0,diesel,3,360,cc,2298.0,
nissan,Titan Warrior,5552 cc,400,180,7.0,55000.0,gasolina,5,560,cc,5552.0,
nissan,Caravan Coach,2498 cc,127,140,14.0,30000.0,diesel,7,260,cc,2498.0,
nissan,Serena e-Power,1198 cc,134,160,12.0,35000.0,hibrido,7,320,cc,1198.0,
nissan,Elgrand,3498 cc,280,200,8.5,50000.0,gasolina,7,344,cc,3498.0,
nissan,Datsun 510,1595 cc,96,175,10.2,25000.0,gasolina,4,135,cc,1595.0,
nissan,Prairie,1998 cc,120,175,11.0,18000.0,gasolina,5,170,cc,1998.0,
nissan,Pulsar GTI-R,1998 cc,230,225,6.0,30000.0,gasolina,5,280,cc,1998.0,
nissan,Almera Tino,1769 cc,114,180,12.5,15000.0,gasolina,5,160,cc,1769.0,
nissan,Lucino,1597 cc,115,185,10.5,12000.0,gasolina,5,150,cc,1597.0,
nissan,Rasheen,1497 cc,105,165,13.0,10000.0,gasolina,5,135,cc,1497.0,
nissan,Mistral,2663 cc,125,160,12.5,25000.0,diesel,7,260,cc,2663.0,
nissan,Patrol Y60,4169 cc,155,160,12.0,45000.0,diesel,7,330,cc,4169.0,
nissan,X-Trail GT,1998 cc,280,215,6.4,38000.0,gasolina,5,310,cc,1998.0,
nissan,Terrano Regulus,3275 cc,170,175,10.0,28000.0,gasolina,5,290,cc,3275.0,
nissan,President,4494 cc,280,210,7.5,70000.0,gasolina,5,400,cc,4494.0,
nissan,Cima,4130 cc,270,210,8.0,60000.0,gasolina,5,390,cc,4130.0,
nissan,Leopard J. Ferie,2960 cc,255,215,6.5,45000.0,gasolina,5,340,cc,2960.0,
nissan,Gloria Gran Turismo,2960 cc,255,220,6.5,50000.0,gasolina,5,340,cc,2960.0,
nissan,Infiniti Q45*,4494 cc,340,240,6.2,50000.0,gasolina,5,450,cc,4494.0,
nissan,Datsun 240Z,2393 cc,151,210,8.0,45000.0,gasolina,2,198,cc,2393.0,
nissan,280ZX,2753 cc,145,205,9.5,35000.0,gasolina,2,210,cc,2753.0,
nissan,Silvia S13,1809 cc,175,215,6.8,20000.0,gasolina,4,230,cc,1809.0,
nissan,200SX,1998 cc,200,225,7.0,25000.0,gasolina,4,260,cc,1998.0,
nissan,NX Coupe,1839 cc,140,200,9.0,18000.0,gasolina,4,180,cc,1839.0,
nissan,NV2500,3954 cc,261,160,10.0,36000.0,gasolina,2,385,cc,3954.0,
nissan,NV3500,5552 cc,375,170,9.0,42000.0,gasolina,2,525,cc,5552.0,
nissan,NT400 Cabstar,2953 cc,150,140,15.0,35000.0,diesel,3,350,cc,2953.0,
porsche,Panamera,2894 cc,330,270,5.6,88000.0,gasolina,4,450,cc,2894.0,
porsche,Panamera 4,2894 cc,330,270,5.4,92000.0,gasolina,4,450,cc,2894.0,
porsche,Panamera 4S,2894 cc,440,289,4.4,105000.0,gasolina,4,550,cc,2894.0,
porsche,Panamera Turbo S,3996 cc,620,315,3.1,180000.0,gasolina,4,820,cc,3996.0,
porsche,Panamera GTS,3996 cc,473,300,3.9,130000.0,gasolina,4,620,cc,3996.0,
porsche,Panamera Platinum Edition,2894 cc,330,270,5.4,102000.0,gasolina,4,450,cc,2894.0,
porsche,Panamera E-Hybrid,17.9 kWh Battery,455,280,4.4,115000.0,hibrido (gasolina),4,700,kWh,17.9,
porsche,Panamera 4 E-Hybrid Sport Turismo,17.9 kWh Battery,455,280,4.4,120000.0,hibrido (gasolina),4,700,kWh,17.9,
porsche,Panamera Turbo S E-Hybrid,17.9 kWh Battery,690,315,3.2,190000.0,hibrido (gasolina),4,870,kWh,17.9,
porsche,Panamera 4 Executive,2894 cc,330,270,5.6,95000.0,gasolina,4,450,cc,2894.0,
porsche,Cayenne,2995 cc,335,245,5.9,80000.0,gasolina,5,450,cc,2995.0,
